,Ranking,m/z A,Interpretation A,error A,m/z B,Interpretation B,error B
29104,11324,1009.566717,y9 (+1) (C13),-0.00485823,495.779102,y9-H2O (+2),-0.00149414
3611,11325,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673,689.374307,No Match,-1000.0
14797,11326,554.258768,b11 (+2) / internal 2:12 (+2),-0.0018658,202.121175,internal 10:11-CO-CO (+1),-0.00255717
29865,11327,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007,660.387149,No Match,-1000.0
21872,11328,681.370686,y13-H2O (+2) (C13),0.00121656,675.365928,y13-HCOH (+2) (C13),0.0059744
5634,11329,428.215597,internal 3:7 (+1),-0.00162225,530.2879,Parent-H2O (+3),-0.00165542
19010,11330,655.362039,No Match,-1000.0,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435
14438,11331,540.30326,y10 (+2),-0.00181291,1091.55473,internal 3:13 (+1),-0.00673118
11955,11332,530.954686,No Match,-1000.0,675.869221,No Match,-1000.0
16606,11333,603.793117,b12 (+2),-0.00200785,536.182618,No Match,-1000.0
14390,11334,540.30326,y10 (+2),-0.00181291,675.365928,y13-HCOH (+2) (C13),0.0059744
19170,11335,659.353388,No Match,-1000.0,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
16953,11336,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267,535.955778,No Match,-1000.0
11940,11337,530.954686,No Match,-1000.0,654.860832,y12 (+2) (C13),-0.00220399
1797,11338,230.116129,internal 10:11-CO (+1),-0.00259655,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
2965,11339,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892,202.121175,internal 10:11-CO-CO (+1),-0.00255717
16012,11340,597.346987,y11 (+2) (C13),-0.0018305,195.08835,internal 7:8 (+1) / internal 8:9 (+1),-0.00069795
5893,11341,429.1995,internal 2:5 (+1),-0.00150966,750.356517,internal 3:10 (+1),-0.00358916
15048,11342,554.760058,b11 (+2) (C13) / internal 2:12 (+2) (C13),-0.00147839,541.306032,No Match,-1000.0
1567,11343,229.119049,b2 (+1) / internal 4:5 (+1) / internal 11:12 (+1),-0.00076553,175.119605,y1 (+1),-0.00065283
24637,11344,726.38,No Match,-1000.0,646.348316,y12-NH3 (+2) (C13),-0.00296254
14941,11345,554.258768,b11 (+2) / internal 2:12 (+2),-0.0018658,750.356517,internal 3:10 (+1),-0.00358916
22103,11346,682.371222,No Match,-1000.0,201.087675,internal 2:3 (+1),-0.00069166
10073,11347,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044,755.402417,No Match,-1000.0
16046,11348,597.346987,y11 (+2) (C13),-0.0018305,476.775123,y8 (+2) (C13),-0.00128724
13975,11349,536.959897,No Match,-1000.0,505.285893,y9 (+2) (C13),-0.00132538
7493,11350,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897
137,11351,156.102426,No Match,-1000.0,717.904469,No Match,-1000.0
4308,11352,399.225909,y7-NH3 (+2),0.00351886,689.877751,y13 (+2),-0.00224352
15312,11353,566.278227,internal 3:8 (+1) (C13),-0.00198556,156.102426,No Match,-1000.0
27521,11354,759.391959,No Match,-1000.0,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273
29882,11355,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007,682.872369,No Match,-1000.0
7426,11356,487.266092,y9-H2O-NH3 (+2),-0.00175869,667.887312,No Match,-1000.0
29461,11357,1080.604578,y10 (+1) (C13),-0.00560545,505.285893,y9 (+2) (C13),-0.00132538
20861,11358,668.361566,No Match,-1000.0,755.402417,No Match,-1000.0
24526,11359,725.878589,No Match,-1000.0,1008.563901,y9 (+1),-0.00539706
418,11360,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,531.297907,y10-H2O (+2),-0.00174225
3143,11361,316.114992,internal 2:4 (+1),-0.00106564,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897
1998,11362,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897,541.306032,No Match,-1000.0
2655,11363,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917
21467,11364,675.869221,No Match,-1000.0,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392
13264,11365,536.182618,No Match,-1000.0,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306
287,11366,175.119605,y1 (+1),-0.00065283,661.357419,No Match,-1000.0
14202,11367,537.279979,internal 3:8-CO (+1),-0.00200701,654.860832,y12 (+2) (C13),-0.00220399
13615,11368,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
15813,11369,588.337358,y11-H2O (+2) (C13),0.00251616,754.399472,y14 (+2),-0.00266797
13577,11370,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,201.087675,internal 2:3 (+1),-0.00069166
27687,11371,759.893576,No Match,-1000.0,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342
17331,11372,629.40075,y5 (+1),-0.00266287,646.851595,No Match,-1000.0
39,11373,156.102426,No Match,-1000.0,482.226425,internal 2:6-H2O (+1) / internal 2:11-H2O-CO (+2) (C13) / internal 2:11-HCOOH (+2) (C13),-0.00188557
28628,11374,952.544553,y8 (+1) (C13),-0.00415795,597.346987,y11 (+2) (C13),-0.0018305
6692,11375,476.775123,y8 (+2) (C13),-0.00128724,536.959897,No Match,-1000.0
1408,11376,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975
3638,11377,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673,759.391959,No Match,-1000.0
14005,11378,536.959897,No Match,-1000.0,554.258768,b11 (+2) / internal 2:12 (+2),-0.0018658
23409,11379,690.880814,No Match,-1000.0,597.848378,No Match,-1000.0
26336,11380,750.356517,internal 3:10 (+1),-0.00358916,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363
14857,11381,554.258768,b11 (+2) / internal 2:12 (+2),-0.0018658,530.621016,Parent-H2O (+3) (C13),-0.00031981
2266,11382,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937,195.08835,internal 7:8 (+1) / internal 8:9 (+1),-0.00069795
20021,11383,666.887703,No Match,-1000.0,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897
12126,11384,531.286332,No Match,-1000.0,668.386186,No Match,-1000.0
11591,11385,530.2879,Parent-H2O (+3),-0.00165542,654.359227,y12 (+2),-0.00227641
11849,11386,530.954686,No Match,-1000.0,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
26161,11387,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757,524.284538,Parent-H2O-H2O (+3),-0.00181498
14758,11388,541.306032,No Match,-1000.0,731.912667,No Match,-1000.0
10399,11389,521.297717,No Match,-1000.0,690.379342,y13 (+2) (C13),-0.0021571
804,11390,195.08835,internal 7:8 (+1) / internal 8:9 (+1),-0.00069795,654.860832,y12 (+2) (C13),-0.00220399
26068,11391,746.892819,No Match,-1000.0,731.912667,No Match,-1000.0
27683,11392,759.893576,No Match,-1000.0,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
25158,11393,736.389846,y14-H2O-H2O (+2),-0.00360666,645.850301,y12-H2O (+2) (C13),0.00304467
27374,11394,758.462697,y6 (+1) (C13),-0.00267753,505.787346,No Match,-1000.0
23043,11395,689.877751,y13 (+2),-0.00224352,535.955778,No Match,-1000.0
2041,11396,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897,682.371222,No Match,-1000.0
420,11397,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,531.794223,y10-H2O (+2) (C13),0.00361917
14566,11398,540.804661,y10 (+2) (C13),-0.00153649,680.872829,y13-H2O (+2),-0.00260386
12367,11399,531.621297,No Match,-1000.0,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937
11087,11400,524.951635,No Match,-1000.0,681.370686,y13-H2O (+2) (C13),0.00121656
26499,11401,753.896121,No Match,-1000.0,501.360683,y4 (+1) (C13),-0.00183413
28132,11402,815.484834,y7 (+1) (C13),-0.00335081,667.887312,No Match,-1000.0
11616,11403,530.2879,Parent-H2O (+3),-0.00165542,689.877751,y13 (+2),-0.00224352
17729,11404,645.354248,y12-H2O (+2),-0.00257975,755.402417,No Match,-1000.0
28971,11405,1008.563901,y9 (+1),-0.00539706,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039
21559,11406,675.869221,No Match,-1000.0,758.462697,y6 (+1) (C13),-0.00267753
29710,11407,1091.55473,internal 3:13 (+1),-0.00673118,688.870291,No Match,-1000.0
21471,11408,675.869221,No Match,-1000.0,531.286332,No Match,-1000.0
21263,11409,675.365928,y13-HCOH (+2) (C13),0.0059744,460.588166,No Match,-1000.0
4599,11410,401.288604,y3 (+1),-0.00152387,535.955778,No Match,-1000.0
29976,11411,1204.639002,internal 3:14 (+1),-0.0069392,500.237156,internal 2:6 (+1),-0.00205188
1051,11412,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315,202.121175,internal 10:11-CO-CO (+1),-0.00255717
16246,11413,597.848378,No Match,-1000.0,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775
26117,11414,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
12599,11415,531.794223,y10-H2O (+2) (C13),0.00361917,531.621297,No Match,-1000.0
21834,11416,681.370686,y13-H2O (+2) (C13),0.00121656,541.306032,No Match,-1000.0
2803,11417,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975,371.193813,internal 3:6 (+1),-0.00130197
11992,11418,530.954686,No Match,-1000.0,814.482029,y7 (+1),-0.00390064
10959,11419,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007
2708,11420,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933,625.839478,No Match,-1000.0
10933,11421,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363,745.394437,y14-H2O (+2),-0.00291531
23185,11422,690.379342,y13 (+2) (C13),-0.0021571,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
25968,11423,746.892819,No Match,-1000.0,487.266092,y9-H2O-NH3 (+2),-0.00175869
7962,11424,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917,689.877751,y13 (+2),-0.00224352
29771,11425,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
14389,11426,540.30326,y10 (+2),-0.00181291,668.863524,y13-HNCNH (+2),0.00108448
413,11427,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392
16262,11428,597.848378,No Match,-1000.0,536.959897,No Match,-1000.0
19642,11429,660.881708,No Match,-1000.0,754.901072,y14 (+2) (C13),-0.00259056
15947,11430,596.845575,y11 (+2),-0.00209592,661.357419,No Match,-1000.0
14734,11431,541.306032,No Match,-1000.0,667.887312,No Match,-1000.0
29666,11432,1091.55473,internal 3:13 (+1),-0.00673118,554.760058,b11 (+2) (C13) / internal 2:12 (+2) (C13),-0.00147839
12360,11433,531.621297,No Match,-1000.0,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315
21441,11434,675.869221,No Match,-1000.0,482.226425,internal 2:6-H2O (+1) / internal 2:11-H2O-CO (+2) (C13) / internal 2:11-HCOOH (+2) (C13),-0.00188557
15356,11435,566.278227,internal 3:8 (+1) (C13),-0.00198556,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435
27315,11436,757.460091,y6 (+1),-0.00342636,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007
23833,11437,694.319024,internal 2:8 (+1),-0.0035443,1080.604578,y10 (+1) (C13),-0.00560545
25488,11438,745.895269,y14-H2O (+2) (C13),-0.0020699,541.306032,No Match,-1000.0
17355,11439,629.40075,y5 (+1),-0.00266287,683.374046,No Match,-1000.0
19498,11440,660.881708,No Match,-1000.0,230.116129,internal 10:11-CO (+1),-0.00259655
1345,11441,202.121175,internal 10:11-CO-CO (+1),-0.00255717,682.371222,No Match,-1000.0
25531,11442,745.895269,y14-H2O (+2) (C13),-0.0020699,682.371222,No Match,-1000.0
18792,11443,654.860832,y12 (+2) (C13),-0.00220399,156.102426,No Match,-1000.0
8562,11444,500.273383,b5-CO (+1),-0.00189337,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566
22752,11445,688.870291,No Match,-1000.0,689.877751,y13 (+2),-0.00224352
24294,11446,722.392114,No Match,-1000.0,654.860832,y12 (+2) (C13),-0.00220399
29863,11447,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007,655.362039,No Match,-1000.0
19083,11448,655.362039,No Match,-1000.0,667.861197,y13-CO-NH3 (+2) (C13),0.00525604
15983,11449,596.845575,y11 (+2),-0.00209592,746.892819,No Match,-1000.0
12305,11450,531.297907,y10-H2O (+2),-0.00174225,681.370686,y13-H2O (+2) (C13),0.00121656
14631,11451,541.306032,No Match,-1000.0,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933
12058,11452,531.286332,No Match,-1000.0,503.268414,No Match,-1000.0
20068,11453,666.887703,No Match,-1000.0,517.276486,No Match,-1000.0
22214,11454,682.371222,No Match,-1000.0,667.389809,No Match,-1000.0
16725,11455,610.345456,No Match,-1000.0,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342
1288,11456,202.121175,internal 10:11-CO-CO (+1),-0.00255717,531.297907,y10-H2O (+2),-0.00174225
7863,11457,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917,429.1995,internal 2:5 (+1),-0.00150966
14406,11458,540.30326,y10 (+2),-0.00181291,721.890295,No Match,-1000.0
11011,11459,524.951635,No Match,-1000.0,500.273383,b5-CO (+1),-0.00189337
20799,11460,668.361566,No Match,-1000.0,597.848378,No Match,-1000.0
3015,11461,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
11,11462,156.102426,No Match,-1000.0,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897
14691,11463,541.306032,No Match,-1000.0,535.955778,No Match,-1000.0
7594,11464,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727,660.881708,No Match,-1000.0
16171,11465,597.346987,y11 (+2) (C13),-0.0018305,951.541865,y8 (+1),-0.00482478
3522,11466,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673,487.266092,y9-H2O-NH3 (+2),-0.00175869
12056,11467,531.286332,No Match,-1000.0,500.357482,y4 (+1),-0.00198796
29696,11468,1091.55473,internal 3:13 (+1),-0.00673118,667.389809,No Match,-1000.0
27778,11469,759.893576,No Match,-1000.0,660.881708,No Match,-1000.0
15349,11470,566.278227,internal 3:8 (+1) (C13),-0.00198556,476.273741,y8 (+2),-0.00158266
1887,11471,230.116129,internal 10:11-CO (+1),-0.00259655,746.307712,No Match,-1000.0
12267,11472,531.297907,y10-H2O (+2),-0.00174225,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039
26796,11473,754.901072,y14 (+2) (C13),-0.00259056,156.102426,No Match,-1000.0
11967,11474,530.954686,No Match,-1000.0,691.382239,No Match,-1000.0
26429,11475,750.356517,internal 3:10 (+1),-0.00358916,755.402417,No Match,-1000.0
11284,11476,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827
10045,11477,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044,682.371222,No Match,-1000.0
15346,11478,566.278227,internal 3:8 (+1) (C13),-0.00198556,460.254049,No Match,-1000.0
1733,11479,229.119049,b2 (+1) / internal 4:5 (+1) / internal 11:12 (+1),-0.00076553,1009.566717,y9 (+1) (C13),-0.00485823
25033,11480,732.407144,internal 8:14-CO-NH3 (+1),-0.0032432,750.356517,internal 3:10 (+1),-0.00358916
26607,11481,753.896121,No Match,-1000.0,759.893576,No Match,-1000.0
12708,11482,532.294456,y10-NH3 (+2) (C13),-0.00460604,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315
10448,11483,521.631926,No Match,-1000.0,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032
11237,11484,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,645.354248,y12-H2O (+2),-0.00257975
29909,11485,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007,755.402417,No Match,-1000.0
4371,11486,401.20454,internal 2:5-CO (+1) / internal 7:14-NH3-NH3 (+2) (C13),-0.00146428,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342
29101,11487,1009.566717,y9 (+1) (C13),-0.00485823,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
24063,11488,721.890295,No Match,-1000.0,501.360683,y4 (+1) (C13),-0.00183413
16624,11489,603.793117,b12 (+2),-0.00200785,599.30583,b6 (+1),-0.00231197
12709,11490,532.294456,y10-NH3 (+2) (C13),-0.00460604,202.121175,internal 10:11-CO-CO (+1),-0.00255717
11253,11491,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,667.861197,y13-CO-NH3 (+2) (C13),0.00525604
8053,11492,495.779102,y9-H2O (+2),-0.00149414,500.273383,b5-CO (+1),-0.00189337
6216,11493,460.588166,No Match,-1000.0,681.870748,No Match,-1000.0
10949,11494,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363,815.484834,y7 (+1) (C13),-0.00335081
16448,11495,599.30583,b6 (+1),-0.00231197,597.346987,y11 (+2) (C13),-0.0018305
28308,11496,879.399748,internal 2:10 (+1) / internal 3:11 (+1),-0.00422707,668.386186,No Match,-1000.0
27573,11497,759.391959,No Match,-1000.0,537.279979,internal 3:8-CO (+1),-0.00200701
1144,11498,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315,630.403825,y5 (+1) (C13),-0.00238304
20145,11499,666.887703,No Match,-1000.0,691.382239,No Match,-1000.0
22811,11500,689.374307,No Match,-1000.0,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
23467,11501,690.880814,No Match,-1000.0,750.356517,internal 3:10 (+1),-0.00358916
16025,11502,597.346987,y11 (+2) (C13),-0.0018305,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
7006,11503,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306,495.779102,y9-H2O (+2),-0.00149414
10614,11504,524.284538,Parent-H2O-H2O (+3),-0.00181498,156.102426,No Match,-1000.0
26343,11505,750.356517,internal 3:10 (+1),-0.00358916,531.286332,No Match,-1000.0
8523,11506,500.237156,internal 2:6 (+1),-0.00205188,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007
17180,11507,625.839478,No Match,-1000.0,682.872369,No Match,-1000.0
5650,11508,428.215597,internal 3:7 (+1),-0.00162225,540.30326,y10 (+2),-0.00181291
18984,11509,655.362039,No Match,-1000.0,316.114992,internal 2:4 (+1),-0.00106564
12916,11510,535.850077,No Match,-1000.0,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306
19205,11511,659.353388,No Match,-1000.0,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392
519,11512,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007
25260,11513,745.394437,y14-H2O (+2),-0.00291531,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
8237,11514,497.264778,internal 4:13-CO (+2) (C13),-0.00147714,521.297717,No Match,-1000.0
20410,11515,667.861197,y13-CO-NH3 (+2) (C13),0.00525604,503.268414,No Match,-1000.0
5776,11516,429.1995,internal 2:5 (+1),-0.00150966,460.254049,No Match,-1000.0
7120,11517,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306,814.482029,y7 (+1),-0.00390064
8329,11518,497.264778,internal 4:13-CO (+2) (C13),-0.00147714,750.356517,internal 3:10 (+1),-0.00358916
13694,11519,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,675.365928,y13-HCOH (+2) (C13),0.0059744
14957,11520,554.258768,b11 (+2) / internal 2:12 (+2),-0.0018658,1009.566717,y9 (+1) (C13),-0.00485823
13999,11521,536.959897,No Match,-1000.0,536.625725,Parent (+3) (C13),-0.00150724
27109,11522,755.402417,No Match,-1000.0,722.392114,No Match,-1000.0
8768,11523,500.357482,y4 (+1),-0.00198796,530.954686,No Match,-1000.0
4881,11524,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935,229.119049,b2 (+1) / internal 4:5 (+1) / internal 11:12 (+1),-0.00076553
1411,11525,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032,371.193813,internal 3:6 (+1),-0.00130197
11215,11526,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,536.625725,Parent (+3) (C13),-0.00150724
2831,11527,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975,497.264778,internal 4:13-CO (+2) (C13),-0.00147714
15453,11528,566.278227,internal 3:8 (+1) (C13),-0.00198556,726.38,No Match,-1000.0
25081,11529,736.389846,y14-H2O-H2O (+2),-0.00360666,401.20454,internal 2:5-CO (+1) / internal 7:14-NH3-NH3 (+2) (C13),-0.00146428
7192,11530,486.22122,No Match,-1000.0,517.276486,No Match,-1000.0
13172,11531,535.955778,No Match,-1000.0,675.365928,y13-HCOH (+2) (C13),0.0059744
11278,11532,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,731.912667,No Match,-1000.0
25385,11533,745.394437,y14-H2O (+2),-0.00291531,755.402417,No Match,-1000.0
